protein,ptms
Q9BS31,[]
Q9BTK6,[]
P12004,"[01149:164,01149:254,01149:null]"
P62979,[00134:76]
P05112,[]
Q8NEP9,[]
O60662,[]
Q9UMD9,[00162:null]
P05154,[]
P25067,"[00038:null,00039:null,01914:null]"
P18505,[]
Q5FYB1,[00835:93]
P49023,"[00048:31,00048:118]"
Q14213,[]
P19784,[]
O14772,[]
Q8NBJ5,[]
Q9UBW5,[]
Q9Y2A4,[]
Q8NH08,[]
P49792,"[01149:2592,01149:2650,01149:2723]"
P0C0S8,[00077:12]
Q10472,[]
P56706,[]
O00716,[00696:null]
Q5XPI4,[]
Q9UK10,[]
Q9NYZ3,[00046:435]
Q05397,[]
P68431,[00078:3]
Q9Y4W6,[]
Q96H96,[]
Q9H707,[]
Q9NTN3,[]
Q6W5P4,[]
Q8NB91,[]
P62979,[01148:33]
P03372,"[01149:266,01149:268,01149:299,01149:302,01149:303]"
Q01628,[]
Q8WV44,[]
P28715,[]
Q6UX41,[]
P50583,[]
O75078,[]
Q00059,[]
P13196,[00128:null]
Q9NR81,[]
P05496,[]
Q8IWA4,[01148:null]
Q13507,[]
Q13332,[]
P0CG47,[01614:228]
P0C0S8,[00077:30]
Q969S8,[]
O60237,[]
O00141,"[00046:422,00047:256]"
Q86Z14,[]
Q5VT97,[]
P00441,[00798:57]
Q9HB90,[]
Q6PIU1,[]
P01308,"[00798:31,00798:43,00798:95,00798:96,00798:100,00798:109]"
A6NHA9,[]
Q9NUN5,[]
P08123,[00130:null]
P22626,[]
P78426,[]
Q9Y2I7,[]
P50416,[]
P01912,[]
Q9UID3,[]
Q9P032,[]
Q9NPA3,[]
O95633,[00696:null]
P49716,[]
Q53FT3,[]
P10643,[]
Q13200,[]
Q96T51,"[00048:281,00048:292]"
P56945,[]
Q53ET0,[]
Q05655,"[00046:645,00046:664,00047:507]"
Q04721,"[00804:150,00804:381,00804:462,00804:500,00804:538,00804:613,00804:651,00804:688,00804:726,00804:763,00804:801,00804:879,00804:955,00804:1031,00804:1155,00804:1270,00812:925,00813:78,00813:120,00813:158,00813:197,00813:235,00813:314,00813:352,00813:470,00813:696,00813:771,00813:809,00813:963,00813:1001,00813:1039,00813:1077,00813:1163,00813:1201,00813:1318]"
P38936,[]
Q01484,[]
Q9NYV4,[]
A6H8Y1,[]
Q9BZC7,[]
P40429,[00696:null]
Q14964,"[00113:215,00113:217]"
Q9UQ16,[]
Q53GI3,[]
O95278,[]
O14880,[]
P08962,[]
O94923,[]
Q14993,[01914:null]
Q5TAT6,[01914:null]
Q9NPB9,[]
Q02388,"[00038:null,00039:null,01914:null]"
Q6V0L0,[]
Q8NGJ8,[]
P08123,"[00038:null,00039:null,00162:null]"
P16885,"[00048:753,00048:759,00048:1217]"
Q8IZC6,[00162:null]
Q9NVI1,[]
Q13569,[]
Q9NP59,[]
Q9Y5Z4,[]
P50440,[]
P40879,[]
Q99880,[01148:121]
O75330,[]
Q9H0M5,[]
O95396,[00274:412]
O95460,[]
Q96T54,[]
P40616,[00068:2]
P04432,[]
P30876,[]
Q9Y5W5,[]
P30050,[]
Q8TDZ2,[]
P24158,[]
P54578,[]
Q92729,[]
O00754,[]
Q9UDR5,[]
Q8NG78,[]
P49915,[]
O95190,[]
Q9P2E2,[]
Q99497,[]
Q9BV10,[]
Q9H0B6,[]
P51149,[]
Q8TB92,[]
Q9H204,[]
O75030,"[01149:289,01149:423]"
Q14739,[]
Q9UEU0,[]
O75752,[]
Q03692,[]
P30508,[]
P24844,"[00046:20,00047:19]"
P46736,[]
Q8WVQ1,[]
P51795,[]
P41143,[]
P10635,[]
P12111,"[00038:null,00039:null,01914:null]"
Q92685,[]
Q6GTX8,[]
Q9H8M9,[]
A6PVC2,[]
Q9BRT9,[]
P68871,[]
Q9Y2Z0,[]
Q9HC84,[]
O95622,[]
O43731,[]
Q5VTB9,[]
P30493,[]
P0CG48,[01148:504]
P0CG48,[01148:332]
P05997,"[00038:null,00039:null,00162:null]"
Q6P988,[]
Q9BXP5,[]
P31751,[00046:474]
P53634,[]
Q9NRD5,[]
P40306,[]
Q6FIF0,[]
Q9Y2D0,[]
Q96A08,[00064:14]
P0CG48,[01614:532]
Q8NBQ7,[]
Q02750,[]
Q14114,[]
P54829,[]
P0CG48,[01148:410]
Q93009,[]
Q08379,[00046:37]
P59796,[]
Q04724,[]
Q9BXM7,[]
P52888,[]
Q9UPR5,[]
P39059,[00162:null]
P08311,[]
A6NL26,[]
P16871,[]
Q13505,[]
P35318,[]
O43318,[]
Q7L5L3,[]
Q17RY6,[00097:138]
P51149,"[00113:205,00113:221]"
Q9NP60,[]
P04637,"[00046:15,00046:20,00064:120,00064:382]"
P10912,[]
A6NMZ7,"[00038:null,00039:null,01914:null]"
P16885,"[00048:753,00048:759]"
P56706,[00160:null]
P51532,[]
Q9UM21,[]
P62945,[]
P07858,[]
Q96JH7,[]
P20908,"[00037:null,00038:null,00039:null]"
P62312,[]
Q9H3L0,[]
Q9NYJ1,[]
Q96PL2,[00097:305]
P68104,[]
P27361,"[00047:202,00048:204]"
O60216,[01149:null]
P43115,[]
Q9Y4W2,[]
Q05193,[]
P62913,[]
P02461,"[00039:null,00162:null]"
O00187-1,[]
Q8WU17,[]
P01706,[]
P56524,[]
P22362,[]
Q9C0D9,[]
Q8NDW4,[]
O95169,[]
O14678,[]
O75694,[]
P26006,[]
Q86X29,[]
Q9NPH9,[]
Q86U28,[]
Q9BXR0,[]
O00391,[]
Q9BQI5,[]
Q9UIS9,"[01149:499,01149:538]"
Q96SA4,[]
Q15843,"[00058:1,00211:76]"
Q8IZJ1,[]
P19388,[]
P41240,[]
Q9C040,[]
P26599,[]
Q9UPQ9,[]
Q9NS15,[]
Q6NUQ1,[]
P21781,[]
Q71DI3,[00064:24]
P02545-1,[]
P98194,[]
Q6P179,[]
O95786,[01148:null]
Q9H0Y0,[]
P17812,[]
Q16558,[]
P53007,[]
Q12882,[]
P20930,[]
Q8TAE7,[]
Q96JC9,[]
Q9GZZ9,[]
O95819,[]
Q15007,[]
O43323,"[00160:null,00798:199]"
O15169,[01148:505]
P08571,[]
Q9UKT6,[]
P20340,[]
Q15726,[]
P56937,[]
P14550,[]
P15313,[]
P42702,[]
Q96G25,[]
P25101,[]
P49137,"[00046:272,00047:222]"
O95154,[]
Q8NGA6,[]
P46781,[]
Q96SY0,[]
P03999,[00317:null]
P0CG48,[01614:304]
A6NMS3,[]
Q16695,[00084:5]
Q14957,[]
P00387,[00068:2]
P56545,[]
Q9HD20,[]
Q969V5,[01148:null]
Q9Y5Y7,[]
O75888,[]
Q15286,"[00113:200,00113:201]"
Q9UBP6,[]
Q01813,[]
Q9NYA1,[00046:225]
P04150,"[01149:277,01149:293]"
P20671,[01148:120]
Q6IA86,[]
P13746,[]
P25025,[]
Q9NQ90,[]
P16885,[00696:null]
O00329,[]
Q5JWF2,[]
Q8N257,[01148:120]
Q96SN8,[]
P01210,[00696:null]
Q9BRI3,[]
O75394,[]
O60784,[]
Q9NSA0,[]
Q6ISU1,[]
O43488,[]
Q8N2G8,[]
P63279,[]
P40429,[]
Q12797,[]
Q9HBT8,[]
Q96NW4,[]
Q8WXK3,[]
Q86YT6,[]
P43080,[]
Q93077,[01148:120]
Q13153,"[00046:144,00047:423]"
Q13231,[]
P61077,[]
Q8NCR0,[]
Q96NG8,[]
P17022,[]
Q9NXB0,[]
Q9BY41-1,[]
Q10713,[]
P01615,[]
Q99611,[]
Q01970,[]
Q9NYW0,[]
Q14692,[]
O75461,[00046:12]
Q9UI95,[]
Q92900,[]
O60934,[]
Q8NCK3,[]
O60306,[]
P62714,[00342:309]
Q9BVL2-2,[]
P12644,[]
Q5JPH6,[]
P43686,[]
Q2UY09,[00162:null]
Q8WTS6,[]
Q3MII6,[]
Q92759,[]
P01138,[]
Q9BYD1,[]
Q96T68,[]
Q96PS8,[]
Q6P3W2,[]
P53816,[]
Q9NV70,[]
Q13882,[00048:351]
P59543,[]
P10827,[]
Q99880,[00064:13]
Q8NEK5,[]
Q9H1J5,[]
P07766,[]
P61978,[01149:422]
P15515,[]
P63211,[]
Q9Y5U4,[]
Q8N307,[]
P47890,[]
Q9UJV9,[01148:9]
Q15078,[00068:2]
Q9P0J6,[]
P15151,[]
Q9NP78,[]
Q8TCU4,[]
P51798,[]
P30464,[]
P62308,[]
Q6L8G5,[]
P62805,[]
P48059,[]
Q96RD0,[]
P14416,[]
Q9HA64,[]
Q96SE7,[]
Q8IZM6,[]
Q7L5N1,[]
P01275,[00091:127]
Q8NHE4,[]
P02745,[]
Q15070,[]
P62861,[]
P49639,[]
Q8IZD4,[]
Q14137,[]
Q8IW41,[00046:115]
P13716,[]
P26367,[]
Q03112,[]
P29474,"[00046:1177,00068:2,00115:15,00115:26]"
Q8IXF9,[]
P34932,[]
P15018,[]
P0CG48,[01148:334]
O14594,[]
Q16690,[]
P28908,[]
P59991,[]
Q9UKZ9,[]
O14613,[]
P52292,[]
Q8N2H9,[00696:null]
Q8IVS2,[]
Q9NRF8,[]
P62829,[]
Q9UKX2,[]
Q8N6N7,[]
O15047,[]
Q08499,[]
Q8N6T7,[]
O00220,[]
Q96CW5,[]
Q9NPI8,[]
Q96HY7,"[00127:183,00127:188,00127:800,00127:818]"
P49641,[]
P59768,[]
Q07021,[]
Q05707,"[00038:null,00039:null,00162:null]"
P23142,[]
P10071,[]
P04049,[]
O60423,[]
P28300,[]
P52907,[]
A6NHG9,[]
Q9Y6W5,[]
Q8NGX3,[]
A6NFC9,[]
Q01955,"[00038:null,00039:null]"
P51812,"[00046:369,00046:386,00047:573]"
P30484,[]
Q8NH09,[]
P82987,[]
Q6IF99,[]
Q99717,[]
P41279,[00046:400]
Q8IZD9,[]
Q8N5S9,[]
P30968,[]
Q8TC07,[]
Q15406-3,[]
Q9C0H2,[]
Q9NRX2,[]
Q8N972,[]
A6ND01,[00105:228]
O15503,[]
Q9ULT6,[01148:null]
P23919,[]
O95298,[]
P24928,"[00046:2,00046:7]"
O15273,[]
P49354,[]
Q9Y4H2,[]
Q96EY8,[]
Q14314,[]
P08648,[]
Q9H0Y0,[00134:166]
Q92730,[]
Q8NGP2,[]
Q7Z7M9,[]
Q9GZV4,[]
Q6X9E4,[]
Q92530,[]
Q15413,[]
P33527,[]
P50053,[]
Q01831,"[01148:null,01149:null]"
Q6UX82,[00092:215]
Q9NNX6,[]
P26022,[]
O75460,[]
P23467,[]
P00533,"[00048:992,00048:1068,00048:1086,00048:1148,00048:1173]"
Q9P2T1,[]
O00571,[]
Q9Y3D9,[]
Q15147,[]
Q9BXW4,[]
Q5MCW4,[]
P22307-1,[]
Q9H254,[]
Q9BV20,[]
P12755,[]
P68400,[]
P13942,[]
Q9NQ50,[]
P58401,[]
P09923,[00093:503]
P0DP74,[]
Q5JRA6,[]
Q9NR61,[]
O75165,[]
Q92985,[]
Q969S2,[]
P05556,[]
Q9UJF2,[]
Q15669,[]
Q6PHW0,[]
Q7Z6B7,[]
P00325,[]
Q63HM1,[]
Q8TCU6,[]
P15529,[]
O75164,[]
Q9BYJ4,[]
P0CH99,[]
Q86YW0,[]
Q58WW2,[]
P18627,[]
Q14031,[]
P25940,[00162:null]
Q6PHR2,[]
Q9NSK0,[]
P48736,[]
P29803,[]
Q9UGH3,[]
Q96QF0,[]
O15350,[]
Q5XPI4,[01148:null]
P29466,[]
Q9UKG4,[]
P56199,[]
Q96ES7,[]
Q96DZ1,[]
Q15024,[]
Q9P2N6,[]
P09913,[]
Q9NVM4,[]
P61221,[]
Q8WVN8,[00211:304]
P31249,[]
P49917,[]
Q9H1H9,[]
Q12837,[]
P54278,[01632:628]
Q8NGI0,[]
Q9Y3E7,[]
P62140,[]
P26373,[]
Q96AZ6,[]
Q9H9S3,[]
P62253,[]
Q03431,[]
Q05940,[]
P10828,"[01149:50,01149:146,01149:443]"
O75431,[]
P04628,"[00160:null,01381:224]"
P02452,"[00038:null,00039:null,00130:null]"
A9YTQ3,[]
Q9BT04,[]
Q13164,"[00047:218,00048:220]"
Q9ULC3,[00113:234]
Q07092,"[00038:null,00039:null,01914:null]"
Q8IW41,[00047:182]
Q9UBU3-2,[]
Q8NDQ6,[]
P0CG48,[01148:82]
O14974,"[00046:852,00047:696]"
P51809,[]
O00232,[]
P08887-2,[]
Q06830,[00047:90]
O95721,[]
P42229,[00048:649]
P38398,"[00046:1387,00046:1423,00046:1524,00046:1547]"
O00115,[]
Q8NBX0,[]
P46937,"[00046:61,00046:109,00046:127,00046:164,00046:397]"
P12757,[]
Q9NPA2,[]
P50542-2,[00211:11]
Q8WVK7,[]
P60006,[]
Q9UF02,[]
O00482-2,[]
P21731,[]
P09651,[]
P63162,"[00076:108,00076:112]"
Q8N257,[01148:121]
O43791,[]
Q8NHY2,[00046:387]
P12830,"[00048:753,00048:754,01148:null]"
Q9P013,[]
Q5T3U5,[]
Q8N1N4,[]
O95084,[00696:null]
O15534,[00046:null]
P35462,[]
Q9NYL5,[]
P20309,[]
Q92482,[]
O75525,[00048:null]
Q99608,[]
P10828,[]
P0CG48,[01148:484]
Q96C86,[]
Q9BX82,[]
Q96NY9,[]
P00740,[]
Q13094,[]
Q15119,[]
P54802,[]
O00560,[]
Q16854,[]
Q86Y22,[00162:null]
P67775,[00048:307]
O60493,[01148:null]
Q15700,[]
P52564-1,[]
P53618,[]
P33316-2,[]
Q9Y277,[]
Q8IUR0,[]
Q9H4G0,[]
Q92733,[]
O94888,[]
P0C7T2,[]
P08572,[00039:null]
P61326,[]
P20711,[00128:303]
Q9NQ69,[]
Q9NRJ3,[]
Q8WXF3,[]
A1A580,[]
Q05397,"[00048:194,00048:397]"
Q9UEF7-1,[]
O14775,[]
P23528,[]
P19429,"[00046:23,00046:24]"
P20248,[]
Q86XM0,[]
P02462,[01914:null]
A6NIJ9,[]
Q8NGI3,[]
Q9Y2T2,[]
P63146,[]
O00481,[]
Q5XKP0,[]
Q9BZM5,[00105:216]
P29400,[01914:null]
P04430,[]
Q9Y2I6,[00696:null]
P11216,"[00046:14,00128:681]"
Q9NV35,[]
Q8TD47,[]
P15813,[]
Q9UBQ6,[]
P29460,[]
P12110,"[00038:null,00039:null]"
P02461,"[00037:null,00039:null]"
P20908,[00037:null]
Q5T9L3,[]
P38936,[00046:130]
Q8TE57,[]
Q99678,[]
O95925,[00798:null]
Q96A54,[]
P01375,[]
P02760,[00687:54]
Q02241,[]
Q8IWX8,[]
P59536,[]
P81277,[]
Q00056,[]
Q9NRG9,[]
Q14050,"[00037:null,00039:null]"
P29353-2,"[00048:239,00048:240,00048:317]"
Q30KQ5,[]
Q14938,[]
P20815,[]
Q14050,[00039:null]
Q07352,[]
O60603,[]
Q9BV90,[]
P28340,[]
Q9Y4Z2,[]
Q330K2,[]
Q9H773,[]
Q9UGK3,[00048:250]
A6NHL2,[]
Q04826,[]
Q8NGJ0,[]
O94777,[]
P33176,[]
O15111,"[00046:176,00046:180]"
P17024,[]
Q9NWA0,[]
Q9BXS0,"[00038:null,00039:null,00162:null]"
P24387,[]
P07711,[]
P09769,[]
O60701,[]
Q9NW15,[]
Q9NX62,[]
P31645,[]
Q96EG1,[00835:84]
Q9NYQ3,[]
P61266,[]
Q53QZ3,[]
Q86U44,[]
P00533,"[01631:750,01632:748,01636:749,01641:747,01646:752,01647:751]"
Q15058,[]
Q9Y4Y9,[]
Q96AH8,[]
P84243,[00083:28]
O43296,[]
P0CG48,[01148:186]
P26441,[]
Q13443,[]
P04406,[]
Q7L591,[]
Q9BSV6,[]
Q9H341,[]
Q5TAT6,[00039:null]
P35914,[]
Q8N4A0,[]
Q15004,[]
P49023,[]
O60664,[]
Q05707,"[00039:null,01914:null]"
P49184,[]
Q6UWE0,[]
O75865,[]
O14492,[]
O43572,[]
P23527,[00064:16]
O43559,[00048:null]
Q15935,[]
Q66K46,[]
O00482-3,[]
Q5T1C6,[]
Q9BWM5,[]
Q9NZV7,[]
P0CG47,[01148:11]
Q9NQZ2,[]
Q9NRM1,[]
P02649,[]
Q9P2F6,[]
Q14802,[]
Q8N3Y1,[]
O15126,[]
Q12933,[]
Q8N7H5,[]
Q03692,"[00039:null,00162:null]"
P68366,[00064:40]
Q9H3M9,[]
O95750,[]
Q8IXI2,[]
O15118,[]
Q6ZNC4,[]
Q9UHI8,[00812:null]
P08100,[00129:296]
P25963,[]
Q14500,[]
Q96NR8,[]
O43524,[00046:215]
Q9NV96,[]
P08123,"[00039:null,00130:84,01914:null]"
Q8NGF1,[]
O94772,[00097:115]
P0C0S8,[00077:4]
Q13371,"[00046:18,00046:19,00046:20,00046:25]"
P01308,[]
O75369,[]
Q9UPQ4,[]
Q15825,[]
Q7Z412,[]
Q9Y3Q4,[]
Q92570-1,[]
Q13501,[]
O00482-1,[]
O60760,[]
P35548,[]
P30281,[]
Q5VZY2,[]
P05160,[]
Q8TBZ6,[]
Q8TB69,[]
P51151,"[00113:200,00113:201]"
P0C5Y9,[]
Q9Y577,[]
Q9UP83,[]
P14854,[]
P23497,[01149:297]
Q9UBR4,[]
P62807,[01148:121]
P02458,[00162:null]
Q15653,[]
Q8NGV0,[]
Q6ZVZ8,[]
Q9BSJ2,[]
P11413,[]
Q9Y4K3,[]
Q9Y6X3,[]
Q5NV83,[]
P30480,[]
Q9Y226,[]
P22736,[]
Q96SQ9,[]
P13497,[]
Q8N0V4,[]
P13942,"[00039:null,00162:null]"
P08123,"[00038:null,00039:null,01914:null]"
P51790,[]
Q9NZJ5,[]
P21333,[]
Q9NSC5,[]
Q96FX7,[]
Q15528,[]
Q13191,[]
Q9NZN3,[]
Q14194,"[00046:518,00046:522,00047:509,00047:514]"
Q96A83,[]
Q53GT1,[]
Q5VVX9,[]
O14576,[]
Q96Q27,[]
P06401-2,[]
P16885,"[00048:753,00048:759,00048:1197,00048:1217]"
Q06413,"[00047:293,00047:300,00047:387]"
Q9Y227,[]
Q8NFW1,[00037:null]
Q9UBJ2,[]
P48553,[]
Q9UGN5,[00300:null]
Q10588,[00090:293]
P04279,[]
P41218,[]
P0CG47,[01148:215]
Q8TAW3,[]
O14746,[]
P68431,[00084:28]
Q96RU7,[]
P08123,"[00130:84,01914:null]"
P06899,[00064:null]
P42766,[]
P01701,[]
Q96B02,[]
Q15661,[]
Q8NH10,[]
Q9BYR7,[]
Q2UY09,"[00037:null,00039:null]"
Q8NGQ1,[]
Q8NGJ4,[]
Q8NGV5,[]
Q16555,[]
Q9H0E2,[]
P49746,[]
Q96JC4,[]
P17927,[]
P06132,[]
O60675,[]
Q8NH19,[]
O43865,[]
P06401,[]
P55145,[]
P14653,[]
Q9Y5K6,[]
P01601,[]
O43184,[]
P47813,[]
Q16665,"[01024:402,01024:564]"
Q8N4H5,[]
Q9Y3E5,[01148:null]
Q969G6,[]
O75976,[]
P39059,"[00037:null,00039:null]"
Q9BZI7,[]
Q96KK5,[01148:120]
P35250,[]
Q8N159,[]
Q16831,[]
Q13177,[]
Q14765,[00048:693]
O60496,[]
Q8NGZ2,[]
O75665,[]
P53675,[]
Q9ULT6,[]
Q99708,[]
Q9NPF7,[]
O43505,[]
Q9NQC7,[00046:418]
Q8TE60,[00812:null]
P08842,[]
Q9UPT9,[]
Q15067-2,[]
Q99741,[00696:null]
P05997,[00039:null]
Q9UL18,[]
Q14210,[00092:98]
Q9UIC8,[]
A6NHJ4,[]
O60500-1,[]
P08572,[00162:null]
Q9UG56,[]
Q96RY7,[]
P61764-1,[]
P22607-2,[]
Q9UGI9,[]
O96018,[]
Q9NTJ3,[]
Q9BZY9,[]
Q5TAT6,"[00038:null,00039:null]"
Q5QGT7,[]
P12110,"[00037:null,00038:null,00039:null]"
Q86SQ9,[]
Q8NEZ5,[]
P55268,[]
Q16777,[00076:4]
P20908,"[00039:null,01914:null]"
Q15811,[]
P02768,[00696:null]
Q2UY09,[]
P68431,[00078:9]
Q7Z434,[]
P07307,"[00069:54,00069:58]"
Q86U70,[]
P00533,"[00048:1068,00048:1086,00048:1148,00048:1173]"
P51648-2,[]
Q9NY65,[00207:null]
O00585,[]
Q9BY77,[]
Q86XE3,[]
O00292,[]
C9JVI0,[]
P21796,[]
P62906,[]
Q9UMD9,"[00039:null,01914:null]"
Q8N9I0,[]
O95450,[00812:null]
Q6DHV7,[]
Q14353,[]
Q13950-2,[01148:null]
Q9BVG8-2,[]
Q8IZX4,[]
O60641,[]
P30825,[]
P02788,[]
Q92973,[]
P56746,[]
Q9BTM1,[]
P39059,"[00039:null,01914:null]"
P41002,[]
Q8N163,[]
P0CG48,[01148:63]
Q5JZY3,[]
Q9NQW5,[]
P08240,[]
P51686,[]
Q96DR7,[]
P0C0L5,[00685:1013]
Q00973,[]
A4D2G3,[]
P63241,[00125:50]
Q15573,[]
Q16566,[]
P00533,"[00048:992,00048:1045,00048:1068,00048:1086,00048:1148,00048:1173,01631:750,01632:748,01636:746,01636:749,01641:747]"
Q8NF91,[]
P25786,[]
P11597,[]
Q15751,[]
O14904,[]
Q30KP9,[]
P02750,[]
Q9BXP8,[]
P56705,[]
O94804,[]
Q8IZD6,[]
O15524,[]
Q9H0E7,[]
P48995,[]
O95500,[]
P09429,[]
P68036,[]
P98095,[]
P04062,[]
Q9NP94,[]
Q8NGS5,[]
Q86WG5,[]
Q86Y46,[]
Q9UBP5,[]
Q8IW93,[]
P46109,[]
Q7Z553,[00093:931]
Q96Q42,[]
Q09013,[]
Q5TA50,[]
Q86WU2,[]
P31749,[00047:308]
Q5SQ64,[]
P01730,[]
P63272,[]
Q99798,[]
P53621,[]
Q9UN76,[]
Q9HD89,[]
Q6E213,[]
Q9Y324,[]
P24394,[]
O94782,[]
O95347,[]
A6NMZ7,[01914:null]
Q14738,[]
Q13153,[]
Q9HD34,[]
P08235-1,[]
Q96PQ6,[]
P48668,[]
O75145,[]
A6NIX2,[]
P12111,"[00039:null,01914:null]"
P51617,[00047:209]
P29353-3,[]
P14868,[]
Q9UK39,[]
P49356,[]
Q9HBU6,[]
Q9NW64,[]
P68366,[00206:null]
O15525,[]
P54219,[]
Q8TCT0,[]
Q9BSK4,[]
P35625,[]
O00755,[]
P20671,[00078:30]
Q96JA1,[]
P78380,[]
P32121,[01148:null]
P98161,[]
P42768,[00048:291]
Q9BTX1,[]
Q9H9L4,[]
Q9Y3B2,[]
Q71DI3,"[00046:11,00047:12,00064:15,00064:19,00064:80]"
Q96QD5,[]
O94766,[]
Q9H8S9,[]
O95999,[00696:null]
Q9NP55,[]
O94907,[]
P22090,[]
Q15653,"[00046:19,00046:23]"
P56373,[]
O75385,"[00046:317,00046:467,00046:556,00046:638,00047:180,00047:575]"
P82251,[]
Q8N6M6,[]
Q9UPS6,[]
P08195,[]
Q8NGF7,[]
P34947,[]
P14652,[]
P84243,[00085:10]
P46199,[]
Q9Y2K6,[]
O95980,[00105:942]
Q68DD2,[]
O95944,[]
P26651,"[00046:60,00046:186]"
Q92769,[]
O95235,[00046:528]
Q12979,[]
Q8N5P1,[]
P01705,[]
P51813,[]
Q8NG94,[]
P08572,[00037:null]
P08123,"[00039:null,00162:null]"
P01350,[]
P04179,[]
Q9NZQ8,[]
Q6IF00,[]
Q9BYT8,[]
Q6UXV1,[]
Q9BYC8,[]
P61009,[]
P51841,[]
Q9H2G9,[]
Q13324-2,[]
Q92614,"[00048:766,00048:null]"
P14678,[]
O75891,[00159:354]
P40763,"[00046:727,00048:705]"
P13056,[01149:250]
O14581,[]
P00491,[]
P37231,[]
O95415,[]
P09497,[]
A8MUV8,[]
P09210,[]
O14732,[]
P02585,[]
Q15165,[]
Q9BVS4,[]
Q6ZMG9,[]
Q9Y574,[]
P24046,[]
P53667,[00047:508]
Q13043,[]
P62979,[01148:27]
Q9UJT9,[]
Q9UIX4,[]
Q99715,"[00039:null,01914:null]"
Q9HCI7,[]
O60551,[]
Q86UQ0,[]
P36551,[]
P04114,[00064:null]
P0CG48,[01148:87]
Q14152,[]
P41968,[]
Q86UQ4,[]
Q96FT7,[]
P62249,[]
O60814,[00064:13]
Q9NRN7,[]
Q7Z6R9,[]
Q96HA1,[]
P30510,[]
Q9Y2H5,[]
Q14031,"[00038:null,00039:null]"
P42167-1,[]
P25067,[00037:null]
O60499,[]
P08123,"[00130:null,01914:null]"
P35237,[]
P10070,"[00046:808,00046:811,00046:820,00046:824,00046:827,00046:832,00046:836,00046:839,00046:863,00046:867,00046:870,01148:null]"
Q9H244,[]
Q9BVK2,[]
P58876,[00064:13]
P56211,[]
Q9Y468,[]
P01023,[]
P0CG48,[01148:276]
Q14894,[]
O75554,[]
P56962,[]
Q16881,[]
O15213,[]
O60218,[]
Q9BZ71,[]
Q12778,"[00046:256,00046:319,00047:24]"
Q01064,[]
P54920,[]
Q9UHA4,[]
Q9Y2W2,[]
O95352,"[00046:445,00046:602,00046:729,00047:599]"
P31943,[]
Q9UPY6,"[00046:null,00047:null,00048:151]"
Q8NHW3,[]
Q8TDU9,[]
Q15465,"[00069:24,00314:197]"
Q9UPZ6,[]
P49427,[00211:93]
Q6FI13,[00076:4]
Q96HW7,[]
Q8N145,[]
Q8NBN7,[]
Q15465,[00798:198]
Q14050,[00162:null]
P56748,[]
P23458,[]
Q9HCN2,[]
Q9BSY4,[00798:58]
P10997,[]
P40198,[]
Q86XP0,[]
O43390,[]
Q8NHQ1,[]
Q9NPG3,[]
Q6ZMY9,[]
P62993-1,[]
Q9GZV4,[01880:50]
P41595,[]
Q96PC2,[]
Q06330,[]
Q15399,[]
P24390,[]
Q8N1M1,[]
Q496J9,[]
P02768,[]
Q6XR72,[]
P23229,[]
O00141,[00046:422]
P10588,[]
Q15542,[]
O15269,[]
P56703,"[00160:null,01381:212]"
P43627,[]
P27449,[]
O60894,[]
P53420,[00037:null]
Q16777,[00064:null]
P25106,[]
P14138,[]
Q8NGP4,[]
Q3SYG4,[]
A8MT69,[]
O60216,[]
Q9Y333,[]
O75473,[]
Q6NW40,[]
Q5T871,[]
Q9NQX5,[]
P28068,[]
Q15717,"[00046:221,00046:318]"
P51965,[00211:131]
P12109,"[00037:null,00038:null,00039:null]"
Q96DN6,[]
P13010,[]
O94929,[]
Q15031,[]
Q969I6,[]
Q86XT4,[]
Q96A08,[01148:120]
Q15172,[]
Q8TDF6,[]
Q96B49,[]
P28702,[]
Q2UY09,"[00039:null,00162:null]"
Q01973,[]
Q14789,[]
Q9ULV0,[]
Q9NTJ5,[]
Q9BWD1,[]
P62753,"[00046:235,00046:236,00046:240,00046:244,00046:247]"
P49023,[00048:null]
Q14289,[00048:null]
P39060,"[00039:null,00162:null]"
Q9Y6K9,"[01149:277,01149:309]"
Q8IZL8,[]
P57678,[]
P33121,[]
P01258,[]
P02452,"[00130:null,01914:null]"
P25942-1,[]
Q96GW7,[]
Q9Y4H2,[00048:null]
Q8IV77,[]
Q9BYR8,[]
P30481,[]
P12111,[00162:null]
Q01105,[]
O75528,[]
O14733,[]
P39059,"[00038:null,00039:null,01914:null]"
Q92633,[]
Q99741,[]
P20226,[]
Q9NY61,[]
Q8TDQ7,[]
P62807,[00064:null]
P53350,[00047:210]
O43315,[]
P01597,[]
O60733,[]
P29400,"[00039:null,01914:null]"
O95822-2,[]
P15086,[]
Q8N488,[]
Q92956,[]
Q96GF1,[]
Q14410,[]
P30498,[]
Q5VWK5,[]
P21673,[]
Q8NGK1,[]
Q14195,[00048:null]
Q53EL6,[]
Q03164,[]
Q01196,[]
Q9NWQ8,[]
P23582,[]
P08581,[]
Q16540,[]
P17252,"[00046:657,00047:497,00047:638]"
Q93033,[]
Q99877,[01148:121]
P28222,[]
Q8WWZ3,[]
P28067,[]
Q9Y5T5,[]
P51449-2,[]
Q9Y4P1,[]
Q9BT43,[]
A6NMZ7,"[00039:null,01914:null]"
P06737,[00128:661]
Q8N3U4,[00696:null]
P52735,[]
